"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0X220","2019-09-18 00:00:00","26.000","193.000","1.500","25.900","0.720","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","24.100",""
"C0M680","2019-09-18 00:00:00","37.000","46.000","0.600","25.100","0.800","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","24.400",""
"C0S710","2019-09-18 00:00:00","382.000","16.000","2.800","22.800","0.860","968.000","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","21.400",""
"C0F9T0","2019-09-18 00:00:00","111.000","336.000","1.800","25.900","0.660","996.200","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","24.400",""
"C0F9N0","2019-09-18 00:00:00","75.000","45.000","1.400","26.900","0.730","1000.100","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","25.800",""
"C0G740","2019-09-18 00:00:00","24.000","13.000","2.900","26.300","0.680","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","24.200",""
"C0UA70","2019-09-18 00:00:00","547.000","315.000","5.100","21.000","0.990","950.800","-99.000","1.500","-99.000","-99.000","-99.000","22.400","","20.700",""
"C0AC60","2019-09-18 00:00:00","55.000","87.000","1.000","25.300","0.870","1005.600","-99.000","1.500","-99.000","-99.000","-99.000","29.700","","24.100",""
"C0R510","2019-09-18 00:00:00","31.000","121.000","0.700","28.000","0.810","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","25.900",""
"C1R320","2019-09-18 00:00:00","7.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","3.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X060","2019-09-18 00:00:00","19.000","28.000","1.400","25.100","0.790","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","24.200",""
"C0E550","2019-09-18 00:00:00","84.000","64.000","2.100","25.000","0.800","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","21.700",""
"C0AI20","2019-09-18 00:00:00","25.000","52.000","5.600","26.400","0.850","1008.800","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","25.600",""
"C0E740","2019-09-18 00:00:00","27.000","56.000","1.900","25.900","0.780","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","21.400",""
"C0R650","2019-09-18 00:00:00","29.000","0.000","0.000","27.400","0.930","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","25.300",""
"C0S750","2019-09-18 00:00:00","2280.000","278.000","0.900","11.400","0.860","773.300","-99.000","0.000","-99.000","-99.000","-99.000","21.100","","10.900",""
"C0I370","2019-09-18 00:00:00","671.000","0.000","0.000","22.600","0.940","935.600","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","21.900",""
"C0K400","2019-09-18 00:00:00","65.000","56.000","0.300","25.400","0.860","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","24.800",""
"C0A650","2019-09-18 00:00:00","287.000","0.000","0.100","22.100","0.990","979.500","-99.000","9.000","-99.000","-99.000","-99.000","25.300","","21.300",""
"C0U750","2019-09-18 00:00:00","398.000","325.000","5.100","22.000","0.960","966.400","-99.000","0.000","10.200","349.000","","23.200","","21.900",""
"C0M730","2019-09-18 00:00:00","40.000","351.000","0.400","26.000","0.990","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","24.800",""
"C0Z061","2019-09-18 00:00:00","174.000","99.000","0.500","22.600","0.990","994.000","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","21.500",""
"C0M670","2019-09-18 00:00:00","43.000","18.000","1.500","25.400","0.790","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","24.800",""
"C0I530","2019-09-18 00:00:00","3014.000","47.000","6.000","9.100","0.640","701.700","-99.000","0.000","13.400","43.000","","16.200","","8.100",""
"C0A880","2019-09-18 00:00:00","6.000","29.000","2.300","24.400","0.860","1009.300","-99.000","3.000","8.200","41.000","","27.100","","24.400",""
"C0S950","2019-09-18 00:00:00","415.000","212.000","2.300","22.400","0.890","962.700","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","21.400",""
"C0X190","2019-09-18 00:00:00","10.000","15.000","1.800","26.700","0.790","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","25.700",""
"C0C630","2019-09-18 00:00:00","209.000","92.000","3.300","24.000","0.810","988.200","-99.000","1.000","-99.000","-99.000","-99.000","26.900","","23.200",""
"C0D550","2019-09-18 00:00:00","1956.000","0.000","0.200","14.600","0.740","810.600","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","14.600",""
"C0T9E0","2019-09-18 00:00:00","415.000","0.000","0.100","22.000","0.790","964.800","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","21.200",""
"C0Z210","2019-09-18 00:00:00","126.000","144.000","0.500","22.700","0.990","997.400","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","21.700",""
"C0U960","2019-09-18 00:00:00","1885.000","3.000","5.900","12.700","0.940","814.600","-99.000","0.000","-99.000","-99.000","-99.000","19.900","","7.600",""
"C0AI30","2019-09-18 00:00:00","26.000","80.000","2.300","26.900","0.770","1009.600","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","25.000",""
"C0G650","2019-09-18 00:00:00","34.000","43.000","0.600","25.300","0.740","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","24.600",""
"C0T9B0","2019-09-18 00:00:00","558.000","246.000","1.400","22.600","0.750","949.400","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","21.500",""
"C0E850","2019-09-18 00:00:00","104.000","37.000","1.500","24.600","0.750","997.500","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","21.200",""
"C0S990","2019-09-18 00:00:00","409.000","20.000","2.100","23.900","0.850","964.200","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","23.300",""
"C0X240","2019-09-18 00:00:00","394.000","169.000","0.300","22.000","0.970","965.300","-99.000","6.500","-99.000","-99.000","-99.000","30.200","","21.800",""
"C0I090","2019-09-18 00:00:00","910.000","215.000","1.100","22.000","0.940","910.200","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","20.300",""
"C0I490","2019-09-18 00:00:00","1601.000","185.000","0.400","17.400","0.990","840.400","-99.000","0.000","-99.000","-99.000","-99.000","23.400","","16.200",""
"C0Z050","2019-09-18 00:00:00","830.000","284.000","0.400","19.900","0.890","921.700","-99.000","0.500","-99.000","-99.000","-99.000","25.700","","18.800",""
"C0X150","2019-09-18 00:00:00","18.000","3.000","1.000","26.500","0.760","1007.600","-99.000","2.500","-99.000","-99.000","-99.000","32.500","","25.500",""
"C0R690","2019-09-18 00:00:00","248.000","351.000","0.700","23.800","-99.000","980.300","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","23.200",""
"C0U720","2019-09-18 00:00:00","1260.000","0.000","0.200","18.100","0.990","887.900","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","16.000",""
"C0W140","2019-09-18 00:00:00","21.000","42.000","4.700","26.900","0.710","1009.700","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","26.100",""
"C0G660","2019-09-18 00:00:00","27.000","5.000","2.700","25.500","0.690","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","24.200",""
"C0E750","2019-09-18 00:00:00","62.000","54.000","2.500","25.700","0.720","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","23.700",""
"C0U520","2019-09-18 00:00:00","517.000","241.000","2.100","19.900","0.990","956.700","-99.000","0.500","-99.000","-99.000","-99.000","26.200","","18.900",""
"C0T9G0","2019-09-18 00:00:00","605.000","48.000","0.300","21.800","0.860","945.500","-99.000","0.500","-99.000","-99.000","-99.000","27.500","","20.600",""
"C0S700","2019-09-18 00:00:00","507.000","267.000","1.000","23.400","0.710","954.400","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","21.800",""
"C0Z310","2019-09-18 00:00:00","59.000","346.000","0.700","25.000","0.820","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","23.800",""
"C0V610","2019-09-18 00:00:00","22.000","272.000","1.100","29.200","0.790","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","26.900",""
"C0E610","2019-09-18 00:00:00","850.000","27.000","0.400","19.000","0.850","916.700","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","19.000",""
"C0R280","2019-09-18 00:00:00","242.000","62.000","0.700","23.400","-99.000","980.800","-99.000","1.000","-99.000","-99.000","-99.000","27.900","","22.300",""
"C0V450","2019-09-18 00:00:00","51.000","0.000","0.100","26.400","0.990","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","24.900",""
"C0M720","2019-09-18 00:00:00","225.000","268.000","0.500","24.000","0.840","983.100","-99.000","0.500","-99.000","-99.000","-99.000","29.900","","23.200",""
"C0AD10","2019-09-18 00:00:00","27.000","48.000","1.200","26.000","0.750","1008.500","-99.000","4.500","-99.000","-99.000","-99.000","28.400","","25.300",""
"C0Z180","2019-09-18 00:00:00","34.000","279.000","1.100","25.300","0.780","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","24.300",""
"C0K420","2019-09-18 00:00:00","42.000","1.000","2.100","24.700","0.710","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","24.200",""
"C0D540","2019-09-18 00:00:00","227.000","64.000","0.300","22.000","0.870","985.800","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","21.400",""
"C0E590","2019-09-18 00:00:00","40.000","41.000","1.700","24.900","0.790","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","22.700",""
"C0Z330","2019-09-18 00:00:00","488.000","2.000","2.000","21.500","0.990","957.900","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","20.700",""
"C0R580","2019-09-18 00:00:00","10.000","96.000","0.500","27.200","-99.000","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","25.100",""
"C0S810","2019-09-18 00:00:00","65.000","19.000","1.400","24.400","0.830","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","23.200",""
"C0V820","2019-09-18 00:00:00","441.000","0.000","0.100","23.100","0.990","961.700","-99.000","1.000","-99.000","-99.000","-99.000","31.400","","21.800",""
"C0K490","2019-09-18 00:00:00","91.000","110.000","0.800","24.600","0.870","997.700","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","24.000",""
"C0SA20","2019-09-18 00:00:00","857.000","5.000","2.900","20.500","0.810","915.600","-99.000","0.000","-99.000","-99.000","-99.000","23.600","","19.300",""
"CM0140","2019-09-18 00:00:00","26.000","77.000","1.300","26.900","0.630","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","26.200",""
"C0AC80","2019-09-18 00:00:00","40.000","0.000","0.000","23.700","0.920","1007.200","-99.000","0.500","-99.000","-99.000","-99.000","27.600","","22.900",""
"C0M810","2019-09-18 00:00:00","1354.000","0.000","0.200","18.400","0.990","864.100","-99.000","0.500","-99.000","-99.000","-99.000","21.800","","17.200",""
"C0I360","2019-09-18 00:00:00","300.000","29.000","1.000","25.100","0.850","973.900","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","23.500",""
"C0C620","2019-09-18 00:00:00","19.000","60.000","1.900","25.300","0.810","1008.300","-99.000","2.500","-99.000","-99.000","-99.000","28.600","","23.100",""
"C0G790","2019-09-18 00:00:00","27.000","9.000","0.900","26.100","0.650","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","24.400",""
"C0M850","2019-09-18 00:00:00","695.000","0.000","0.000","22.300","0.990","931.500","-99.000","0.500","-99.000","-99.000","-99.000","28.200","","20.700",""
"C0UA20","2019-09-18 00:00:00","2619.000","297.000","0.400","9.400","1.000","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","15.300","","8.100",""
"C0F9V0","2019-09-18 00:00:00","525.000","0.000","0.200","21.300","0.940","950.600","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","21.300",""
"C0T900","2019-09-18 00:00:00","160.000","0.000","0.000","22.400","0.880","991.000","-99.000","0.500","-99.000","-99.000","-99.000","30.300","","22.400",""
"C0K440","2019-09-18 00:00:00","35.000","342.000","4.300","24.800","0.740","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","23.800",""
"C0Z250","2019-09-18 00:00:00","1124.000","316.000","2.000","18.300","0.780","889.400","-99.000","0.500","-99.000","-99.000","-99.000","26.700","","16.900",""
"C0F0A0","2019-09-18 00:00:00","3587.000","191.000","0.300","6.700","0.550","665.200","-99.000","0.000","-99.000","-99.000","-99.000","11.300","","3.600",""
"C0V790","2019-09-18 00:00:00","410.000","14.000","1.100","23.800","0.960","962.400","-99.000","3.000","-99.000","-99.000","-99.000","31.100","","22.400",""
"C0V740","2019-09-18 00:00:00","60.000","357.000","1.500","25.900","0.970","1002.500","-99.000","6.000","-99.000","-99.000","-99.000","32.500","","25.100",""
"C0Z200","2019-09-18 00:00:00","153.000","87.000","0.400","22.900","0.990","993.900","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","22.000",""
"C0K520","2019-09-18 00:00:00","10.000","16.000","2.800","26.200","0.660","1006.400","-99.000","0.000","9.100","20.000","","31.200","","24.300",""
"C0X250","2019-09-18 00:00:00","33.000","16.000","1.700","25.700","0.750","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","24.600",""
"C0S940","2019-09-18 00:00:00","150.000","358.000","1.000","25.400","0.680","992.300","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","24.500",""
"CM0110","2019-09-18 00:00:00","7.000","50.000","4.300","25.900","0.670","1007.900","-99.000","0.000","10.700","40.000","","30.300","","24.600",""
"C0A970","2019-09-18 00:00:00","96.000","351.000","9.300","23.200","0.990","1000.900","-99.000","4.500","-99.000","-99.000","-99.000","25.800","","23.200",""
"C0M700","2019-09-18 00:00:00","150.000","11.000","0.300","24.700","0.880","992.200","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","23.400",""
"C0U990","2019-09-18 00:00:00","31.000","264.000","1.600","24.900","0.720","1008.700","-99.000","2.000","-99.000","-99.000","-99.000","29.800","","23.200",""
"C0D590","2019-09-18 00:00:00","143.000","56.000","1.200","23.500","0.880","995.900","-99.000","0.500","-99.000","-99.000","-99.000","28.000","","22.900",""
"C0S790","2019-09-18 00:00:00","236.000","327.000","0.900","22.800","0.850","984.100","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","22.000",""
"C0A570","2019-09-18 00:00:00","360.000","0.000","0.000","21.000","0.980","972.700","-99.000","4.000","-99.000","-99.000","-99.000","24.700","","19.700",""
"C0M800","2019-09-18 00:00:00","440.000","0.000","0.000","24.000","0.970","960.300","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","21.400",""
"C0E870","2019-09-18 00:00:00","34.000","33.000","3.800","25.800","0.710","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","23.000",""
"C0V490","2019-09-18 00:00:00","20.000","216.000","0.600","28.900","0.820","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","27.700",""
"C0M710","2019-09-18 00:00:00","15.000","43.000","2.100","25.800","0.670","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","24.400",""
"C0U980","2019-09-18 00:00:00","573.000","330.000","6.100","21.100","0.940","948.400","-99.000","2.000","11.300","337.000","","24.400","","19.700",""
"C0AH70","2019-09-18 00:00:00","34.000","80.000","1.000","26.500","0.700","1008.400","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","25.800",""
"C0M760","2019-09-18 00:00:00","40.000","19.000","0.700","25.800","0.790","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","24.800",""
"C0O950","2019-09-18 00:00:00","4.000","0.000","0.000","26.300","0.760","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","25.200",""
"C0F9A0","2019-09-18 00:00:00","425.000","61.000","0.300","22.900","0.940","960.600","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","22.100",""
"C0A9F0","2019-09-18 00:00:00","35.000","166.000","1.000","26.100","0.830","1008.600","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","24.600",""
"C0I460","2019-09-18 00:00:00","110.000","0.000","0.100","26.100","0.730","996.100","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","24.800",""
"C0W160","2019-09-18 00:00:00","49.000","61.000","16.500","27.100","0.760","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","26.600",""
"C0E420","2019-09-18 00:00:00","19.000","30.000","4.700","25.400","0.760","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","24.400",""
"C0R190","2019-09-18 00:00:00","32.000","47.000","0.700","26.000","0.980","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","24.300",""
"C0I010","2019-09-18 00:00:00","1562.000","70.000","1.100","17.600","0.840","846.600","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","15.900",""
"C0F930","2019-09-18 00:00:00","100.000","51.000","0.500","25.200","0.890","997.600","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","24.400",""
"C0X180","2019-09-18 00:00:00","62.000","0.000","0.000","25.300","0.900","1000.800","-99.000","1.000","-99.000","-99.000","-99.000","31.800","","24.800",""
"C0AH00","2019-09-18 00:00:00","38.000","103.000","0.500","26.100","0.900","1007.300","-99.000","1.500","-99.000","-99.000","-99.000","27.800","","25.300",""
"C0V700","2019-09-18 00:00:00","24.000","244.000","2.000","29.300","0.760","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","27.700",""
"C0AD00","2019-09-18 00:00:00","86.000","69.000","1.200","26.100","0.820","1002.800","-99.000","0.500","-99.000","-99.000","-99.000","28.600","","25.800",""
"C0O900","2019-09-18 00:00:00","9.000","19.000","1.400","25.500","0.880","1007.600","-99.000","3.000","-99.000","-99.000","-99.000","31.200","","24.900",""
"C0R570","2019-09-18 00:00:00","37.000","7.000","0.700","27.900","0.850","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.600",""
"C0AG90","2019-09-18 00:00:00","25.000","109.000","1.700","25.700","0.800","1009.900","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","24.700",""
"C0V760","2019-09-18 00:00:00","30.000","9.000","0.800","29.100","0.790","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","26.300",""
"C0T9I0","2019-09-18 00:00:00","152.000","208.000","2.100","23.000","0.840","993.800","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","22.000",""
"C0O980","2019-09-18 00:00:00","18.000","16.000","0.900","25.500","0.780","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","24.300",""
